repo_url,commit_sha,commit_message,potential_category,llm_model,llm_classification,llm_reason,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/mihonapp/mihon.git,d0c4463ab372460ce6f16ec09ea975448423ed66,"Avoid concurrency crashes in SourceManager
",ConcurrencySmell,qwen3-coder-next:latest,ConcurrencySmell,"The commit replaces `ConcurrentHashMap` with immutable/mutable Kotlin collections (`emptyMap()` and `mutableMapOf()`), which are not inherently thread-safe for concurrent writes. However, the usage pattern—updating via `scope.launch` with `collectLatest` and assigning to a property with a custom setter—suggests the developer intended to rely on coroutine-based serialization of updates. Replacing `ConcurrentHashMap` with standard Kotlin maps without explicit synchronization introduces potential race conditions if accessed concurrently outside the coroutine scope, making this a concurrency safety fix (or at least a smell mitigation attempt).",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/aniyomiorg/aniyomi.git,d0c4463ab372460ce6f16ec09ea975448423ed66,"Avoid concurrency crashes in SourceManager
",ConcurrencySmell,qwen3-coder-next:latest,ConcurrencySmell,"The commit replaces `ConcurrentHashMap` with immutable/mutable Kotlin collections (`emptyMap()` and `mutableMapOf()`), which are not inherently thread-safe like `ConcurrentHashMap`. However, the usage pattern—initializing with a single entry and populating within a `CoroutineScope` launched on `Dispatchers.IO`—suggests the developer intended to rely on coroutine-based sequential access rather than concurrent mutation. The removal of `ConcurrentHashMap` without explicit synchronization or replacement concurrency guarantees (e.g., using `Mutex` or `ConcurrentHashMap`-like semantics) introduces a potential race condition if `sourcesMap` is accessed concurrently outside the coroutine scope, thus constituting a ConcurrencySmell fix attempt that may be incomplete or misaligned with thread-safety requirements.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/ankidroid/Anki-Android.git,56df54d977e79ebce6210fa3767c86cdce213dc0,"Kotlin Cleanup: TestUtils
",HighComplexityDebt,qwen3-coder-next:latest,HighComplexityDebt,"The commit replaces a Kotlin-specific `min` function call with `Math.min`, which is a minor stylistic cleanup but more significantly introduces a new `TypeSafeMatcher`-based `withIndex` method to replace likely duplicated or less robust view-matching logic. The addition of the `@KotlinCleanup(",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/libre-tube/LibreTube.git,57449dc3ebade25c25f6a3e9ee92b286e526977a,"Merge pull request #5725 from Bnyro/master

fix: poor subscriptions filter options menu performance",EnergySmell,qwen3-coder-next:latest,HighComplexityDebt,"The commit reorders the initialization of UI state in `onViewCreated` by moving `setInitialFiltersState()` to occur after `observe*Changes()` calls, preventing redundant or premature UI updates during view creation. This refactoring improves code structure and initialization order, reducing potential side effects and technical debt without altering functional logic or introducing concurrency/storage/security concerns.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/ankidroid/Anki-Android.git,f1bc5ca1b45cca5e43408c532185289cf0206f40,"onOptionsItemSelected action_list_my_searches savedFilters cleanup
",HighComplexityDebt,qwen3-coder-next:latest,HighComplexityDebt,"The diff replaces a complex, potentially unsafe chain of operations (using `!!`, `asSequence().toList().associateWith { ... }`) with a more robust null-safe approach using explicit null checks and `optString()`, while also improving type safety by allowing nullable keys/values. This refactoring reduces cognitive complexity, eliminates potential `ClassCastException` risks, and clarifies control flow, aligning with high-complexity debt reduction.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/libre-tube/LibreTube.git,02ae08a7098a41b5c2552c8dc80884a60391bc75,"fix: poor subscriptions filter options menu performance
",EnergySmell,qwen3-coder-next:latest,HighComplexityDebt,"The commit reorders the initialization of UI state in `onViewCreated` by moving `setInitialFiltersState()` after the observer registrations (`observeSortChanges()`, `observeHideWatchedChanges()`), which avoids redundant or premature UI updates during view creation. This improves code structure and initialization order, reducing potential side effects and technical debt from poorly sequenced setup logic—consistent with refactoring to simplify control flow and avoid redundant operations, falling under HighComplexityDebt.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/libre-tube/LibreTube.git,28e8533f658302b9821a19f153bbbc55e64ceda4,"Small Performance Improvement
",EnergySmell,qwen3-coder-next:latest,StorageBloatSmell,"The diff replaces `.fit().centerCrop()` with `.resize(50,50).centerCrop()` in the Picasso image loading call, explicitly resizing the thumbnail to 50x50 pixels before loading. This reduces memory usage and storage footprint by avoiding loading unnecessarily large images into memory, which aligns with StorageBloatSmell criteria for optimizing image size and memory consumption.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/igorwojda/android-showcase.git,f3150bb8a360515868c5173253b80d612b4ee028,"Added LastFmInterceptor
",SecurityVulnerability,qwen3-coder-next:latest,SecurityVulnerability,"The commit removes a hardcoded API key ('70696db59158cb100370ad30a7a705c1') from the source code by deleting the LastFmRequestInterceptor class and its binding, which previously embedded the key directly in the module. This eliminates a security vulnerability caused by exposing sensitive credentials in version control, a known risk in Android development.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/ankidroid/Anki-Android.git,52dfe7461458f86fbdb6cff00ccdae4c5f55e6a6,"refactor: fix nullability of mGestureDetectorImpl

required for compileSdkVersion bump
",HighComplexityDebt,qwen3-coder-next:latest,HighComplexityDebt,"The commit changes `mGestureDetectorImpl` from a non-nullable `lateinit var` to a nullable `var? = null`, and adds safe (`!!`) or explicit null checks at call sites. This refactors nullability semantics to align with compileSdkVersion requirements, reducing technical debt by making null-safety explicit and preventing potential `UninitializedPropertyAccessException` or runtime crashes, which improves code structure and maintainability.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/mihonapp/mihon.git,448978ac8a51be1b0f87a13717908c8316b43292,"Remove unused resources
",SecurityVulnerability,qwen3-coder-next:latest,StorageBloatSmell,"The commit message explicitly states 'Remove unused resources', and the diff shows deletion of 137 lines with no insertions, indicating removal of dead code and resources. Although the diff includes new logic for FAB handling, the primary change is cleanup of unused resources (e.g., layout and animation files, likely obsolete FAB-related code), which aligns with StorageBloatSmell as it reduces APK size and eliminates redundant assets.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/aniyomiorg/aniyomi.git,448978ac8a51be1b0f87a13717908c8316b43292,"Remove unused resources
",SecurityVulnerability,qwen3-coder-next:latest,StorageBloatSmell,"The commit message explicitly states 'Remove unused resources', and the diff shows deletion of 137 lines with no insertions, indicating removal of dead code and resources. The changes involve removing unused FAB-related logic and layout references (e.g., FabController import added but no prior usage, FAB visibility logic simplified), which reduces APK size and eliminates unused resources—classic StorageBloatSmell indicators.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/kickstarter/android-oss.git,9c02e6fb4a71a2bd59afbc1484060efc456b9abb,"[🆕] NT-790 Additional Qualtrics properties (#715)

Added first_session SharedPreference that's passed through to Qualtrics as first_app_session.
Added {interceptID}_impression_count property to Qualtrics.
Added logged_in and user_uid as embedded data in the survey url.
Added tests for survey url, impression count and first session.
",SecurityVulnerability,qwen3-coder-next:latest,HighComplexityDebt,"The diff removes the `impressionCountKey` method from `QualtricsIntercept` and its corresponding test, indicating a simplification of the class by eliminating functionality—likely to reduce technical debt and improve maintainability. This aligns with refactoring to reduce complexity and streamline the codebase, which falls under HighComplexityDebt.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/mihonapp/mihon.git,c87b0e77de414d3a28ef1aa7e4868edd88ccfa7e,"Show number of manga per source in migrate menu (#4703)
",SecurityVulnerability,qwen3-coder-next:latest,HighComplexityDebt,"The commit refactors the `findSourcesWithManga` method to use `asSequence()` and `mapNotNull` instead of chained `filterKeys`, `map`, and `sortedBy` operations, simplifying the logic and removing the unused `mangaCount` parameter from `SourceItem`. This reduces method complexity, improves readability, and eliminates redundant data (manga count) no longer displayed, aligning with refactoring to reduce technical debt and improve code structure.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/aniyomiorg/aniyomi.git,c87b0e77de414d3a28ef1aa7e4868edd88ccfa7e,"Show number of manga per source in migrate menu (#4703)
",SecurityVulnerability,qwen3-coder-next:latest,HighComplexityDebt,"The commit refactors the `findSourcesWithManga` method to use `asSequence()` and `mapNotNull` instead of chained `filterKeys`, `map`, and `sortedBy` operations, simplifying the logic and removing the unused `mangaCount` parameter from `SourceItem`. This reduces method complexity, eliminates redundant intermediate collections, and improves readability by aligning the data flow with the actual requirement (listing sources, not counting manga).",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/ankidroid/Anki-Android.git,f32bf9914c516f798d2d10b73958674ec7d16408,"[Kotlin Cleanup] AnkiStatsTaskHandlerTest
",HighComplexityDebt,qwen3-coder-next:latest,HighComplexityDebt,"The commit replaces KotlinMock's `whenever` with the standard Mockito `when` syntax and converts `lateinit` mocks to nullable properties with explicit null assertions (`!!`), indicating a stylistic and structural cleanup toward standard Mockito usage. This reduces dependency on Kotlin-specific mocking extensions and aligns with Kotlin cleanup goals, which falls under reducing technical debt and improving code structure, not performance, concurrency, storage, or security.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/bitwarden/android.git,3e9e45ba2f081c98f672bc18cd60b3417139db67,"Simplify text field color and textstyles (#4065)

",HighComplexityDebt,qwen3-coder-next:latest,HighComplexityDebt,"The commit adds explicit `tint` values for icons and replaces a generic `textStyle` with a direct `color` assignment in `BitwardenTextField`, indicating a move toward consistent theming and reduced reliance on implicit style inheritance. This improves maintainability by making color/text styling explicit and uniform across components, which aligns with reducing technical debt and simplifying component logic—classic signs of HighComplexityDebt refactoring.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/bitwarden/android.git,3e9e45ba2f081c98f672bc18cd60b3417139db67,"Simplify text field color and textstyles (#4065)

",HighComplexityDebt,qwen3-coder-next:latest,HighComplexityDebt,"The commit adds explicit `tint` values to `Icon` composables and replaces a generic `textStyle` with a direct `color` assignment in `Text`, improving consistency and reducing reliance on implicit theming. This simplifies styling logic and removes potential ambiguity in UI rendering, aligning with refactoring efforts to reduce technical debt and improve code clarity—classic indicators of HighComplexityDebt reduction.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/mihonapp/mihon.git,b1067b942ef5c8d53e5ab838ef078789b9c0627a,"Use transaction on restore to go brr. (#10375)

refactor: use transaction to go brr.

This improve the restore speed on fresh db and non fresh db.

Signed-off-by: KaiserBh <kaiserbh@proton.me>",HighComplexityDebt,qwen3-coder-next:latest,ConcurrencySmell,"The diff removes the `inTransaction = true` parameter from `handler.await`, indicating a shift from a transactional coroutine scope to a non-transactional one. Since database transactions in Android (e.g., Room) require explicit transactional context for correctness and performance, removing this likely introduces a concurrency issue where operations previously grouped atomically are now executed outside a transaction, risking data inconsistency or race conditions during restore operations.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/mihonapp/mihon.git,96d2fb62e47d8d44bf5be6e3470fdddec5051b90,"ChapterSourceSync: set default timestamp to max timestamp (#7197)

(cherry picked from commit dd5da56695d8787ce5cf154b5d83aafaadf49def)
",SecurityVulnerability,qwen3-coder-next:latest,HighComplexityDebt,"The diff removes unused variables (maxTimestamp, rightNow), an unnecessary import (kotlin.math.max), and a redundant comment, while simplifying the timestamp assignment logic by replacing a conditional with a direct call to Date().time. This reduces code complexity and improves readability by eliminating dead code and overly complex fallback logic, aligning with refactoring for technical debt reduction.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/aniyomiorg/aniyomi.git,96d2fb62e47d8d44bf5be6e3470fdddec5051b90,"ChapterSourceSync: set default timestamp to max timestamp (#7197)

(cherry picked from commit dd5da56695d8787ce5cf154b5d83aafaadf49def)
",SecurityVulnerability,qwen3-coder-next:latest,HighComplexityDebt,"The diff removes unused variables (maxTimestamp, rightNow) and simplifies the timestamp assignment logic by replacing a conditional with a direct call to Date().time, eliminating redundant branching and dead code. This reduces cognitive complexity and improves maintainability, aligning with HighComplexityDebt refactoring.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/mihonapp/mihon.git,dd5da56695d8787ce5cf154b5d83aafaadf49def,"ChapterSourceSync: set default timestamp to max timestamp (#7197)

",SecurityVulnerability,qwen3-coder-next:latest,HighComplexityDebt,"The diff removes unused variables (maxTimestamp, rightNow), an unnecessary import (kotlin.math.max), and a redundant comment, while simplifying the timestamp assignment logic by replacing a conditional with a direct call to Date().time. This reduces cognitive load, eliminates dead code, and clarifies control flow—classic signs of refactoring to reduce technical debt and improve code structure.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/aniyomiorg/aniyomi.git,dd5da56695d8787ce5cf154b5d83aafaadf49def,"ChapterSourceSync: set default timestamp to max timestamp (#7197)

",SecurityVulnerability,qwen3-coder-next:latest,HighComplexityDebt,"The diff removes unused variables (maxTimestamp, rightNow) and simplifies the logic for setting default timestamps by replacing a conditional max-based fallback with a direct call to Date().time, reducing branching complexity and improving readability. The removal of the comment about List vs Set and the @Suppress annotation further indicates a cleanup of unnecessary code and annotations, aligning with refactoring to reduce technical debt.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/Ehviewer-Overhauled/Ehviewer.git,74afa6c7640558c29eb1d1a458c53c59dbd2f9ca,"Cleanup FavoritesScene
",HighComplexityDebt,qwen3-coder-next:latest,HighComplexityDebt,"The commit adds proper state restoration and saving logic (onCreate, onSaveInstanceState, onRestore) to preserve the urlBuilder across configuration changes, which addresses potential data loss and improves robustness. This refactoring reduces technical debt by implementing standard Android lifecycle handling that was previously missing, enhancing maintainability and correctness without altering core logic or performance characteristics.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/ankidroid/Anki-Android.git,43262eafef4331cae9553559037891a315165bdd,"tests: standardize activity cleanup

`startActivityNormallyOpenCollectionWithIntent` calls
`saveControllerForCleanup`, previously:

**DeckPickerWidgetConfigTest**
Did not perform cleanup

**CardAnalysisWidgetConfigTest**
Manually performed cleanup

This may fix Issue 17010: `testLoadSavedPreferences` was flaky
",HighComplexityDebt,qwen3-coder-next:latest,HighComplexityDebt,"The commit standardizes test cleanup by replacing `startActivityNormallyOpenCollectionWithIntent` with explicit Robolectric activity lifecycle management and adding a `tearDown` method to ensure proper activity destruction via `activity.finish()`. This eliminates inconsistent manual cleanup (CardAnalysisWidgetConfigTest) and missing cleanup (DeckPickerWidgetConfigTest), reducing test flakiness and improving test reliability—indicative of technical debt reduction in test infrastructure, not runtime behavior or resource usage.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/mihonapp/mihon.git,b9fd416fc665fdb07c11ebeb13e3dbf918dfe479,"Use smaller window to calculate fetch interval if there's less total chapters

This is sort of a workaround for sources that tend to only give you the first few and
most recent few chapters, which would have been 28 day intervals before due to
the big gap in the middle.
",SecurityVulnerability,qwen3-coder-next:latest,HighComplexityDebt,"The commit removes a conditional `chapterWindow` variable and hardcodes window size to 10, simplifying the logic for calculating fetch intervals. This eliminates a conditional branch and reduces branching complexity in the `calculateInterval` method, aligning with refactoring to reduce technical debt and improve code structure. The removal of the corresponding test case further indicates the intent to simplify behavior rather than fix correctness or performance issues.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/aniyomiorg/aniyomi.git,b9fd416fc665fdb07c11ebeb13e3dbf918dfe479,"Use smaller window to calculate fetch interval if there's less total chapters

This is sort of a workaround for sources that tend to only give you the first few and
most recent few chapters, which would have been 28 day intervals before due to
the big gap in the middle.
",SecurityVulnerability,qwen3-coder-next:latest,HighComplexityDebt,"The commit removes a conditional `chapterWindow` variable and hardcodes window size to 10, simplifying the logic for calculating fetch intervals. This eliminates a conditional branch and reduces branching complexity in the `calculateInterval` method, aligning with refactoring to reduce technical debt and improve code structure. The removal of the corresponding test case further indicates the intent to simplify behavior rather than fix correctness or performance issues.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/tasks/tasks.git,626aa05a1ee8d01c8bc5e445e99057d34b9ed596,"Minor refactors in AlarmService.kt
",HighComplexityDebt,qwen3-coder-next:latest,ConcurrencySmell,"The commit replaces a suspend function `scheduleAllAlarms()` with a blocking `runBlocking` call, which blocks the calling thread (potentially the main thread) and defeats the purpose of using coroutines. The added TODO comment explicitly acknowledges this as a temporary anti-pattern, indicating a concurrency smell where synchronous blocking is used instead of proper asynchronous coroutine dispatching.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/fcitx5-android/fcitx5-android.git,1fceff424c36186067dfea1f789c5293d6e122e3,"Simplify the deserialization of the licenses

Adding a default value to the property, which can automatically makes it optional for serialization. So we don't need to use the wrapper, which make the process a little complex.

Ref: https://github.com/Kotlin/kotlinx.serialization/blob/master/docs/basic-serialization.md#optional-properties",HighComplexityDebt,qwen3-coder-next:latest,HighComplexityDebt,"The commit replaces nullable String properties with non-nullable ones and removes manual null-checking/filtering logic (`.filter { !it.licenseUrl.isNullOrEmpty() }`) in favor of using `OptionSerializer` and `flattenOption()` to handle optional fields during deserialization. This simplifies the data model and deserialization logic, reducing complexity and improving maintainability by leveraging Kotlinx Serialization's built-in handling of optional properties, which aligns with the stated intent to 'simplify the deserialization' and avoid wrapper complexity.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/ankidroid/Anki-Android.git,0637408923a778f239ac134b747cfe8d17f2e9ec,"fix(CardBrowser): retain selection when toggling 'mark'

* allow ViewModel operations to be handled in CardBrowser
* reload the individual cards so `forceRefreshSearch` is not required
* then just a call to `cardsAdapter.notifyDataSetChanged()`

Fixes 14950
",SecurityVulnerability,qwen3-coder-next:latest,HighComplexityDebt,"The commit removes redundant handler checks and unnecessary `notifyDataSetChanged()` calls, while adding `reload()` calls for individual cards to preserve selection state. This refactors logic to reduce coupling between `CardBrowser` and `ViewModel`, and improves correctness by ensuring UI updates reflect precise changes rather than full refreshes, indicating a structural improvement to reduce technical debt and simplify state management.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/square/okhttp.git,78747b646c577d26ad05e8156a9cc34fe0f54b83,"refactoring from object expression to private inner class
",HighComplexityDebt,qwen3-coder-next:latest,HighComplexityDebt,"The commit replaces object expressions with private inner classes, which improves code structure by making the implementations more explicit and reusable while reducing anonymous class overhead. This refactoring enhances maintainability and readability, aligning with efforts to reduce technical debt and simplify class hierarchies in the codebase.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/yairm210/Unciv.git,80688eb4a5eb6fbae31ec1da975c17ecd3e99108,"Hide build menu constructions requiring resources with unique (#3370)

* ""Not displayed as an available construction without []""
Hides constructions that are missing resources

* combined unique check

* removed duplicate code

* clarified if clause

* simplified check and obsoleted existing unique

* previous iteration did not work due to OR instead of AND

* if we don't check to see if this is actually a resource, we get a crash",SecurityVulnerability,qwen3-coder-next:latest,HighComplexityDebt,"The diff removes a loop over uniqueObjects with nested conditional logic and replaces it with a single `any` call and simplified condition, eliminating duplicate code, clarifying the if clause, and simplifying the check as stated in the commit message. This refactoring reduces cyclomatic complexity and improves readability, aligning with HighComplexityDebt.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/LibChecker/LibChecker.git,b4119b79ed7af8144307efd720b754e9e0f4bcd5,"feat: Support for detecting native libs at /assets folder.
",StorageBloatSmell,qwen3-coder-next:latest,StorageBloatSmell,"The diff removes 'assets/' from the filter condition in PackageUtils.kt, restricting native library detection to only 'lib/' paths. This eliminates potential inclusion of non-library assets (e.g., arbitrary .so files in /assets) that could bloat APK size or cause confusion, aligning with APK/storage optimization goals. The change reduces unnecessary scanning and processing of irrelevant files, improving storage efficiency.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/ankidroid/Anki-Android.git,8f9d5c4f665d7d616f10505d8c5625bbbb06fa90,"refactor: toggleStylus - Kotlin Cleanup

A review comment of mine on 13475 which wasn't worth blocking the PR over
",HighComplexityDebt,qwen3-coder-next:latest,HighComplexityDebt,"The commit replaces direct property access (`whiteboard!!.toggleStylus = toggleStylus`) with a dedicated setter method (`whiteboard!!.setStylusMode(toggleStylus)`), and changes the visibility of the `toggleStylus` field from public (`var`) to private (`private var`). This improves encapsulation and reduces technical debt by enforcing controlled mutation of internal state, aligning with Kotlin best practices and object-oriented design principles.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/skydoves/Pokedex.git,f12fb74622c6ac24b79966078036833ddf999dd2,"Merge pull request #46 from skydoves/refactor/adapter

Refactor PokemonAdapter and Cleanup Gradle",HighComplexityDebt,qwen3-coder-next:latest,HighComplexityDebt,"The diff refactors the PokemonAdapter by extracting the ViewHolder initialization logic into a more explicit constructor pattern, removing the use of `let` and `apply` for binding setup, and simplifying the ViewHolder's `init` block into direct property initialization. This improves code structure, readability, and reduces nesting, aligning with efforts to reduce technical debt and improve maintainability—classic indicators of HighComplexityDebt refactoring.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/mihonapp/mihon.git,f07fbcc196038e7a01b3a82ed704d008e6b61910,"Relay extension changes to sources controller (fixes #3002)
",SecurityVulnerability,qwen3-coder-next:latest,HighComplexityDebt,"The commit removes the PublishRelay-based event relay mechanism between ExtensionController and SourceController, replacing it with a direct method call (setExtensionUpdateBadge) in ExtensionController. This eliminates unnecessary reactive indirection and reduces coupling between controllers, simplifying the data flow and improving maintainability—classic refactoring to reduce technical debt and improve code structure.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/aniyomiorg/aniyomi.git,f07fbcc196038e7a01b3a82ed704d008e6b61910,"Relay extension changes to sources controller (fixes #3002)
",SecurityVulnerability,qwen3-coder-next:latest,HighComplexityDebt,"The commit removes the PublishRelay-based event relay mechanism between ExtensionController and SourceController, replacing it with a direct method call (setExtensionUpdateBadge) in ExtensionController. This eliminates unnecessary reactive indirection and reduces coupling between controllers, simplifying the data flow and improving maintainability—classic refactoring to reduce technical debt and code complexity.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/z-huang/InnerTune.git,f86e43cca449f18c663aad91424e4fffdc9181b3,"Update proguard rule for Gson and Kotlin serialization
",StorageBloatSmell,qwen3-coder-next:latest,HighComplexityDebt,"The diff removes redundant @SerializedName annotations where the property name matches the JSON key (e.g., 'id', 'name', 'size'), retaining only those where the JSON key differs (e.g., 'node_id', 'content_type', 'browser_download_url'). This reduces boilerplate and improves code clarity by eliminating unnecessary verbosity, which aligns with reducing technical debt and simplifying data class definitions.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/mihonapp/mihon.git,ac2df8795459ad625883849a53647f90e86fbe61,"Alternate open source licenses plugin
",SecurityVulnerability,qwen3-coder-next:latest,HighComplexityDebt,"The commit replaces a custom WebView-based dialog implementation (LicensesDialogController) with a standard Android library component (OssLicensesMenuActivity), reducing custom code by 13 lines and eliminating a nested class. This simplifies the codebase, removes redundant UI logic, and improves maintainability—classic signs of technical debt reduction under HighComplexityDebt.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/aniyomiorg/aniyomi.git,ac2df8795459ad625883849a53647f90e86fbe61,"Alternate open source licenses plugin
",SecurityVulnerability,qwen3-coder-next:latest,HighComplexityDebt,"The commit replaces a custom WebView-based dialog (LicensesDialogController) with a standard Android library activity (OssLicensesMenuActivity), removing 13 lines of custom UI code and simplifying the AboutController. This reduces technical debt by eliminating redundant, non-essential UI logic and leveraging a well-maintained system-provided component, improving maintainability and reducing code complexity.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/skydoves/Pokedex.git,15ffd467a22b462ab3195100ca6ea9f6ef89b27f,"Refactor codes using single abstract method conversion to Observer
",HighComplexityDebt,qwen3-coder-next:latest,HighComplexityDebt,"The commit replaces lambda expressions with explicit `Observer` constructor calls in LiveData observations, aligning with Kotlin's single abstract method (SAM) conversion pattern. This improves code clarity and consistency by making the observer implementation explicit, reducing ambiguity and technical debt in test code. Additionally, the Timber log statement was moved outside the `if` block, simplifying control flow and ensuring logs are always emitted, which enhances maintainability.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/android/nowinandroid.git,66046a86b06aecb73c96cccd6b08c4945afb8759,"Updated NewsResourceCardTest
",SecurityVulnerability,qwen3-coder-next:latest,HighComplexityDebt,"The commit simplifies the test by removing a loop that iterated over multiple topics and replaced it with a single, focused assertion on a specific topic, reducing test complexity and improving readability. The removal of the unused import `previewFollowableTopics` and the TODO comment about future test expansion indicate an intentional refactoring to reduce technical debt and improve maintainability.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/ankidroid/Anki-Android.git,0e038c2fd0716c942fec30c1178a80816392e3a0,"[Kotlin Cleanup] StringUtilTest
",HighComplexityDebt,qwen3-coder-next:latest,HighComplexityDebt,"The commit replaces `equalTo()` with `` `is` `` in Hamcrest assertions across multiple test methods, and adds a `@KotlinCleanup` annotation indicating a style/refactoring improvement. This is a code style cleanup aimed at improving consistency and readability, not addressing performance, concurrency, storage, or security issues. Such stylistic unification reduces technical debt by standardizing assertion idioms.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/thunderbird/thunderbird-android.git,e209e8f7460c926e6d180adcc3e8a4ae33e70793,"Merge pull request #6256 from thundernest/html_sanitizer_updates

HTML sanitizer updates",SecurityVulnerability,qwen3-coder-next:latest,SecurityVulnerability,"The commit removes the 'name' attribute from the allowlist for 'a' elements and the 'align' attribute for 'div' elements in the HTML sanitizer's Safelist. These attributes can be misused for XSS attacks (e.g., 'name' on <a> can create named anchors exploited in phishing or clickjacking, and 'align' on <div> is deprecated and may trigger legacy rendering quirks or be abused in malicious HTML). Removing them hardens the sanitizer against potential injection vectors, indicating a security hardening fix.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/open-ani/animeko.git,df53926396678ff8e87aa7743e211e1b6172384b,"Slightly optimize RichText Image performance on states
",EnergySmell,qwen3-coder-next:latest,HighComplexityDebt,"The commit replaces deprecated `mutableFloatStateOf` and `mutableIntStateOf` with `mutableStateOf`, aligning with modern Compose best practices. It also introduces `rememberUpdatedState` for `onClick` to avoid recomposition issues when the lambda changes, improving stability and reducing potential side-effect-related complexity. These changes reduce technical debt by modernizing state management and fixing a potential recomposition trap, not by optimizing energy, concurrency, storage, or security.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/pppscn/SmsForwarder.git,a5a1a62873001de1b0792e645b17238ab003e74d,"优化：webhook通道替换POST时替换webParams中[timestamp]/[sign]标签
",StorageBloatSmell,qwen3-coder-next:latest,HighComplexityDebt,"The commit removes redundant `.replace()` calls for `[timestamp]` and `[sign]` placeholders in both URL-encoded and non-encoded code paths within `WebhookUtils.kt`, reducing code duplication and simplifying the string replacement logic. This refactoring improves maintainability by eliminating duplicated logic and aligns with efforts to reduce technical debt, not addressing performance, concurrency, storage, or security concerns.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/ankidroid/Anki-Android.git,8d52aedfba6c15c047e53392d8d28f6aa119786e,"refactor: Simplify sendAnalyticsEvent
",HighComplexityDebt,qwen3-coder-next:latest,HighComplexityDebt,"The commit refactors the `sendAnalyticsEvent` function by simplifying its signature: replacing nullable `Int?` with non-nullable `Int` using `Int.MIN_VALUE` as a sentinel, and updating the conditional check from `value != null` to `value > Int.MIN_VALUE`. This reduces nullability complexity, improves type safety, and aligns with Kotlin best practices (evidenced by the `@KotlinCleanup` annotation), indicating a technical debt reduction effort rather than a bug fix or performance change.",,,,,,,,,,,,,,,,,,,,,,,
https://github.com/aniyomiorg/aniyomi.git,b72a24f86730d37d39be180c358ee852d0221399,"fix downloading to internal storage
",StorageBloatSmell,qwen3-coder-next:latest,StorageBloatSmell,"The commit removes the `-y` flag from FFmpeg commands, which forces interactive confirmation before overwriting existing files. This prevents unintended file overwrites and redundant disk writes by ensuring FFmpeg does not silently overwrite files without explicit user consent, aligning with storage optimization practices that avoid unnecessary or unsafe file modifications.",,,,,,,,,,,,,,,,,,,,,,,
